,id,last_scraped,name,description,neighborhood_overview,host_since,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_has_profile_pic,host_identity_verified,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,amenities,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,reviews_per_month,city,price,amsterdam,athens,barcelona,berlin,dublin,lisbon,london,paris,rome,a few days or more,within a day,within a few hours,within an hour,Entire home/apt,Hotel room,Private room,Shared room,log_price,lat_long,attr_score,attr_scaled,Entire condo,Entire home,Entire loft,Entire rental unit,Entire serviced apartment,Private room in bed and breakfast,Private room in condo,Private room in home,Private room in rental unit,Room in boutique hotel,Room in hotel,other_prop,amenity_ Hair dryer,amenity_ Iron,amenity_ Dishes and silverware,amenity_ Cooking basics,amenity_ Refrigerator,amenity_ Smoke alarm,amenity_ Bed linens,amenity_ Microwave,amenity_ Carbon monoxide alarm,amenity_ Dedicated workspace,season,fall,spring,summer,winter,beds_perPerson
103,18779803,2022-12-11,Champs Elysées Cosy Two Bedroom with Terrace,"By renting with us you are benefiting of over twenty years of experience, being one of the pioneer companies in Paris. You are certain to have professional yet friendly service and by renting one of our beautifully furnished Paris apartments we assure you, you will live like a Parisian and feel part of an authentic French neighborhood. All our apartments have been completely renovated and elegantly furnished to bring you modern comfort and style.<br /><br /><b>The space</b><br />This completely newly renovated apartment has two king-sized bedrooms facing a small courtyard, modern kitchen, elegant living room and one large, well positioned full bathroom with shower, making it a very suitable space for a family or two couples traveling together in Paris.<br /><br />At the heart of this apartment is the beautifully proportioned living room, with lovely oak parquet flooring, and two big floor to ceiling windows which flood the room with light and gives access to the terrace. This large and","Located just behind the world famous Champs Elysées Avenue in a nice and quiet little street far from the hustle and crowd just a couple minute walk from the metro Georges V. Located on the sixth floor with elevator, this high-ceiling apartment is bright and calm and overlooks Paris from a 20 square foot terrace.",2014-10-01,within a day,100.0,73.0,1,1,1,48.87325,2.30127,Entire rental unit,Entire home/apt,6,1.0,2.0,5.0,"[""Carbon monoxide alarm"", ""Free washer \u2013 In unit"", ""Oven"", ""Host greets you"", ""Coffee maker"", ""Cooking basics"", ""Fire extinguisher"", ""Microwave"", ""Hot water"", ""Private patio or balcony"", ""Portable fans"", ""Free dryer \u2013 In unit"", ""Heating"", ""Shampoo"", ""Luggage dropoff allowed"", ""Sound system"", ""Dishwasher"", ""Hair dryer"", ""Iron"", ""Essentials"", ""Body soap"", ""Hangers"", ""Electric stove"", ""Pets allowed"", ""Paid parking off premises"", ""Refrigerator"", ""Crib"", ""First aid kit"", ""Children\u2019s dinnerware"", ""Dishes and silverware"", ""Long term stays allowed"", ""Elevator"", ""Central air conditioning"", ""Smoke alarm"", ""HDTV with standard cable"", ""Kitchen"", ""Conditioner"", ""Bed linens"", ""Wifi""]",65,13,0,4.97,4.97,4.88,4.92,4.97,4.92,4.68,0,23,0.98,paris,298.0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,5.697093486505405,"(48.87325, 2.30127)",5.598473341850256,15.524988438138,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,winter,0,0,0,1,0.8333333333333334
104,50646735,2022-12-12,Appartement de charme proche du jardin des plantes,"A 500 mètres du jardin des plantes et de la grande mosquée, une très belle chambre privée dans un appartement équipé. Situation idéale à 2 minutes à pied de la ligne de métro 7 (station Gobelins, à 15 minutes de Châtelet et 20 minutes de l'Opéra Garnier) pour visiter Paris. La Seine est à 10 minutes à pied et la ligne C du RER à 10 minutes à pied à la gare d'Austerlitz (pour se rendre au château de Versailles). <br /><br />Situé dans une rue calme à sens unique mais proche de toutes les commodités.","A proximité de toutes les commodités d'usage (Poste, supermarché, restaurant, boulangerie, métro) le quartier des gobelins est à proximité immédiate du quartier latin (Grande mosquée, jardin des plantes), du centre commercial Italie 2 et du quartier Mouffetard & Contre-escarpe.",2014-03-21,within an hour,100.0,100.0,0,1,1,48.83598,2.35461,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,"[""Cleaning products"", ""Ethernet connection"", ""Host greets you"", ""Drying rack for clothing"", ""Cooking basics"", ""Microwave"", ""Indesit refrigerator"", ""Hot water"", ""Washer"", ""Portable heater"", ""Lockbox"", ""Extra pillows and blankets"", ""Books and reading material"", ""Electrolux oven"", ""Wine glasses"", ""Shampoo"", ""Luggage dropoff allowed"", ""Freezer"", ""Toaster"", ""Dishwasher"", ""Coffee"", ""Iron"", ""Essentials"", ""Body soap"", ""Bread maker"", ""Coffee maker: french press, pour-over coffee"", ""First aid kit"", ""Blender"", ""Dishes and silverware"", ""Long term stays allowed"", ""Smoke alarm"", ""Self check-in"", ""JBL Bluetooth sound system"", ""43\"" HDTV with Netflix, premium cable"", ""Kitchen"", ""Dining table"", ""Bed linens"", ""Bikes"", ""Pack \u2019n play/Travel crib - available upon request"", ""Wifi"", ""Paid street parking off premises""]",1,1,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,1,0.11,paris,60.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,4.0943445622221,"(48.83598, 2.35461)",5.824357785529276,16.15138302150723,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,winter,0,0,0,1,0.5
105,719474435518879144,2023-06-09,Rental unit in Greater London · ★4.89 · 2 bedrooms · 2 beds · 1 bath,"Relax in your space with Oval. You will love our Hive apartment. Large double-height windows maximize the light and airy ambiance of the living space. Featuring a fully equipped kitchen and all mod-cons for your stay. Spacious, chic, and airy, you will have all amenities on your doorstep including excellent transport links to the rest of the city. Your comfort is our priority.<br /><br /><b>The space</b><br />All Oval properties are thoughtfully designed for your maximum comfort and enjoyment. Hive features everything you will need from Super Fast Wifi and Smart TV to a fully equipped open-style kitchen and luxurious towels and linens. We take any stress out of your stay by providing everything you might need to feel full at home.  Spacious double bedrooms each with king size bed will ensure you get your beauty sleep, And a modern bathroom with a walk-in shower and spacious living and dining areas will provide you with a relaxed and pampered stay.  <br />This apartment also features a ","Leytonstone is a leafy area dominated by beautiful Victorian houses benefiting from large front and back gardens. Epping Forest with its lakes is within walking distance. Commuting to Central London is quick by Central Line - it takes about 12 minutes to get to Liverpool Street.<br /><br />""Leytonstone is a leafy area dominated by beautiful Victorian houses benefiting from large front and back gardens. Epping Forest with its lakes is within walking distance. Commuting to Central London is quick by Central Line - it takes about 12 minutes to get to Liverpool Street. - Here are a few places you may visit in the area:- <br />- Marmelo Kitchen <br />""Great food and an ever-changing menu""<br /> - North Star<br />Situated in Leytonstone Village near Bushwood, ""this pub has a food menu with a Thai twist and a beer garden out the back"". <br /> - Theatre of Wine<br />""Their weekly wine-tasting evenings - are really relaxed, social events and so informative. Great craft beers too.""<br /> - Le Pe",2014-09-19,within an hour,100.0,100.0,0,1,1,51.56421,0.00916,Entire rental unit,Entire home/apt,4,1.0,2.0,2.0,"[""Room-darkening shades"", ""Freezer"", ""Oven"", ""Hot water"", ""Washer"", ""Extra pillows and blankets"", ""Smoke alarm"", ""First aid kit"", ""Trash compactor"", ""Body soap"", ""Crib - available upon request"", ""Hair dryer"", ""Cleaning products"", ""Dryer \u2013\u00a0In unit"", ""Long term stays allowed"", ""Microwave"", ""Self check-in"", ""High chair - available upon request"", ""Cooking basics"", ""Drying rack for clothing"", ""Wifi \u2013 10 Mbps"", ""Paid parking lot on premises"", ""Carbon monoxide alarm"", ""Coffee"", ""Fire extinguisher"", ""Coffee maker: espresso machine"", ""Paid street parking off premises"", ""Bed linens"", ""TV"", ""Refrigerator"", ""Wine glasses"", ""Hangers"", ""Portable fans"", ""Lockbox"", ""Hot water kettle"", ""Shower gel"", ""Conditioner"", ""Dishwasher"", ""Iron"", ""Dedicated workspace"", ""Stove"", ""Toaster"", ""Dishes and silverware"", ""Shampoo"", ""Central heating"", ""Essentials"", ""Kitchen"", ""Clothing storage: walk-in closet"", ""Dining table""]",9,9,2,4.89,4.78,4.78,4.67,4.78,4.56,4.67,1,10,1.26,london,209.0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,5.342334251964811,"(51.56421, 0.00916)",1.5673780866058098,4.346457540638034,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,summer,0,0,1,0,0.5
106,37035431,2023-06-13,Rental unit in Lisboa · ★4.63 · 1 bedroom · 1 bed · 1 bath,"Apartment Ideal for Home Office with Private Patio. Accommodates 2 people. I am open to allowing small to medium very well behaved dogs with advance approval. (See House Rules)<br /><br /><b>The space</b><br />Ground floor apartment recently renovated, has a simple vintage decoration with everything you need for a lovely stay. <br /><br />The apartment offers the following facilities and amenities:<br /><br />- Bedroom w/ queen size bed;<br />- Office;<br />- Baby Bathtub and Eating Chair;<br />- Bed-linens and bath towels; <br />- Fully furnished and equipped living/dining room; <br />- Fully-equipped kitchen with Nespresso Machine; <br />- Bathroom/WC; <br />- Sunny Patio with Table and Chairs;<br />- Free internet access (wifi 100mb); <br />- 2 Heaters;<br />- 1 Fan.<br /><br />We hope you enjoy your stay in the city of  the seven hills! We warmly welcome you!<br /><br /><b>Guest access</b><br />Entire Apartment and Private Patio<br /><br /><b>License number</b><br />100259/AL",Located in a family neighborhood 15 minutes from Hospital de Santa Maria and Campo Grande and Gulbenkian Gardens,2015-01-31,within an hour,100.0,99.0,0,1,1,38.745663,-9.157687,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,"[""Dining table"", ""Iron"", ""Dedicated workspace"", ""Clothing storage: walk-in closet"", ""First aid kit"", ""Wifi"", ""Kitchen"", ""Lockbox"", ""Private backyard \u2013 Fully fenced"", ""Hair dryer"", ""Essentials"", ""Fire extinguisher"", ""Self check-in"", ""Refrigerator"", ""Oven"", ""Hot water"", ""Cooking basics"", ""Gas stove"", ""Wine glasses"", ""Microwave"", ""Exercise equipment: yoga mat"", ""Laundromat nearby"", ""Freezer"", ""Shower gel"", ""Children\u2019s dinnerware"", ""Cleaning available during stay"", ""Books and reading material"", ""Toaster"", ""Pets allowed"", ""Drying rack for clothing"", ""Bed linens"", ""Room-darkening shades"", ""Outdoor furniture"", ""Paid street parking off premises"", ""Coffee maker: Nespresso"", ""Private patio or balcony"", ""Portable heater"", ""Dishes and silverware"", ""Dishwasher"", ""Single level home"", ""Hangers""]",82,38,4,4.63,4.87,4.84,4.94,4.95,4.1,4.56,0,1,1.78,lisbon,70.0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,4.248495242049359,"(38.745663, -9.157687)",4.346286077322566,12.052578797664266,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,1,summer,0,0,1,0,0.5
107,9060339,2023-06-10,Home in London · ★4.91 · 3 bedrooms · 3 beds · 3 baths,"Immaculate,  brand newly renovated 3 bedroom house. I’ve owned this house for 5 years its my dream house, full of charm and character. It has just been completely renovated and everything is brand new. The location is perfect near all the shops, bars, restaurants and canal and so easy to get into central London.<br /><br /><b>The space</b><br />The house is arranged over four floors. The raised ground floor has a double reception room with wooden floors and a working woodburning stove in the front reception and a wrought iron fireplace in the back reception/library area. There is a very comfy and stylish sofa, a leather ""cuddler"" armchair, coffee table and lamps along with a  TV with sky. <br /><br />The lower ground floor is an enormous kitchen/dining/sitting area leading to the walled secluded garden. <br /><br />The first floor has two bedrooms. A small double bedroom with slim wardrobe and full length mirror, and a beautiful master bedroom suite including an en-suite bathroom with ","Islington is full of amazing bars, restaurants, coffee shops and green spaces. Upper Street and Essex Road are 5 minutes walk away and offer so many places to eat and drink. I love the Four Sisters, 69 Colbrooke Row or Little Bat Bar for cocktails.  Old Royd, Bellanger, Frederiks, Elk in the Woods, Primeur and ottolenghis are my favourite restaurants and Screen on the Green is the best cinema as there's really comfy sofas and a bar in the screening room! Regents canal is about a 3 minute walk away. The Narrow Boat pub is my favourite canalside pub although there is many to choose from. <br /><br />The Duke of Cambridge, is also a good foodie pub really close by. <br /><br />Shoreditch and Dalston are within walking distance too if you fancy hanging out with the hipsters and it's so easy to pop into central London by bus, by tube or bike.",2015-10-23,within an hour,100.0,99.0,0,1,1,51.53641,-0.0959,Entire home,Entire home/apt,6,3.0,3.0,3.0,"[""Oven"", ""Hot water"", ""Washer"", ""Smoke alarm"", ""Heating"", ""Hair dryer"", ""Dryer"", ""Wifi"", ""Cooking basics"", ""Patio or balcony"", ""Coffee maker"", ""Carbon monoxide alarm"", ""Bed linens"", ""Refrigerator"", ""Hangers"", ""Dishwasher"", ""Iron"", ""Stove"", ""Backyard"", ""Dishes and silverware"", ""Paid parking off premises"", ""Kitchen"", ""Essentials"", ""TV with standard cable"", ""Indoor fireplace""]",64,0,0,4.91,4.86,4.88,4.97,4.94,4.89,4.8,0,1,0.69,london,225.0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,5.41610040220442,"(51.53641, -0.0959)",5.285070794508558,14.655899558569482,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,0,summer,0,0,1,0,0.5
108,9251189,2023-03-19,Beach apartment - Green sea clay,"2 bedroom sunny apartment and very cozy. The living room has a balcony. 2-minute walk to the train station and 2-minute walk to the closest beaches. Ideal for up to 4 persons. Free parking available. Surfers welcome.<br /><br /><b>The space</b><br />Free parking available, 2 minutes walk to the train station and to the beach, 1 minute to the center.<br /><br /><b>Guest access</b><br />All the apartment.<br /><br /><b>License number</b><br />44087/AL","Parede Beach (3-minute walk from the apartment). Search for ""Praia da Parede Lisbon"" on Tripadvisor for photos and reviews.<br /><br />Close by, there is also the Hospital de Sant'Ana. Specialized in Orthopedics, Traumatology, Physiotherapy and Rehabilitation.",2015-11-03,within a few hours,100.0,91.0,1,1,1,38.68941,-9.35711,Entire rental unit,Entire home/apt,4,1.0,1.0,3.0,"[""Refrigerator"", ""Cleaning products"", ""Bed linens"", ""Public or shared beach access"", ""Dishes and silverware"", ""Dove body soap"", ""Essentials"", ""Long term stays allowed"", ""Toaster"", ""Room-darkening shades"", ""Fire extinguisher"", ""Kitchen"", ""Free parking on premises"", ""Shower gel"", ""Freezer"", ""Coffee maker"", ""Pets allowed"", ""Oven"", ""Single level home"", ""Washer"", ""Clothing storage: closet"", ""Cleaning available during stay"", ""Extra pillows and blankets"", ""Shampoo"", ""Patio or balcony"", ""Luggage dropoff allowed"", ""Heating"", ""Dining table"", ""Stove"", ""Wine glasses"", ""Laundromat nearby"", ""Dishwasher"", ""Wifi"", ""Hot water"", ""Iron"", ""Host greets you"", ""Microwave"", ""Hair dryer"", ""Cooking basics"", ""First aid kit"", ""Hangers"", ""TV with standard cable""]",96,9,0,4.72,4.73,4.69,4.91,4.95,4.61,4.66,0,1,1.15,lisbon,70.0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,4.248495242049359,"(38.68941, -9.35711)",0.9226452434414324,2.558564784055444,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,spring,0,1,0,0,0.75
109,13892741,2023-03-14,"Great appartment in Pigalle, great location","Nice appartment near Montmartre, the Sacré Coeur, the Moulin Rouge and the lively 9e arrondissement. Métro Pigalle.<br /><br />Charmant appartement à deux pas de Montmartre, du Sacré Coeur et du Moulin Rouge, et du joyeux 9e arrondissement. Métro Pigalle.. Mon logement est parfait pour les couples, les voyageurs en solo et les familles (avec enfants).",,2015-10-13,within an hour,100.0,99.0,0,1,1,48.88186,2.33843,Entire rental unit,Entire home/apt,4,1.0,2.0,2.0,"[""Heating"", ""TV"", ""Washer"", ""Hangers"", ""Essentials"", ""Iron"", ""Smoking allowed"", ""Kitchen"", ""Wifi""]",1,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,2,0.01,paris,75.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,4.31748811353631,"(48.88186, 2.33843)",6.249860019492634,17.331332779113794,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,spring,0,1,0,0,0.5
110,671539890193743512,2023-03-28,"Olvar 2-storey Penthouse w/terrace, Athens Center","Newly renovated 2 storey Penthouse with wonderful 7th floor views at Lykavittos Hill. Located at the very heart of Athens, a mere walking distance from vintage stores, lively bars and quality restaurants and near archaeological sites and Museums. Ideal for couples, friends or travelers who wish to discover the beauty of Athens but also to relax after a long day with a glass of wine.<br /><br />2 'walk from Syntagma metro and the square (200m).<br />4 'walk from Monastiraki square<br /><br /><b>The space</b><br />Consisting of a double bed and a sofa bed, A / C & High-speed Internet cover the entire space.<br /><br /><b>License number</b><br />00001680630","The apartment is located in a very central spot in Athens. All the major archaeological sites are located within walking distance as well as the Acropolis museum and the Acropolis metro station, the Temple of Olympian Zeus, the Panathenaic Stadium and the ""Plaka"" area which is the most ancient part of the city.",2017-08-07,within an hour,96.0,100.0,0,1,1,37.976362,23.7303942,Entire rental unit,Entire home/apt,3,1.0,1.0,2.0,"[""Hangers"", ""Wifi"", ""Wine glasses"", ""Room-darkening shades"", ""Dishes and silverware"", ""Essentials"", ""Shampoo"", ""Hot water"", ""TV"", ""Lockbox"", ""Induction stove"", ""Shower gel"", ""Cleaning products"", ""Long term stays allowed"", ""Hair dryer"", ""Iron"", ""Cooking basics"", ""Extra pillows and blankets"", ""Air conditioning"", ""Heating"", ""Body soap"", ""Mini fridge"", ""Bed linens"", ""Hot water kettle"", ""Coffee maker"", ""Elevator"", ""Patio or balcony"", ""Self check-in""]",7,7,0,4.71,5.0,4.71,4.86,4.71,5.0,4.57,1,21,0.85,athens,79.0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,4.3694478524670215,"(37.976362, 23.7303942)",26.61002025794335,73.79159131740282,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,spring,0,1,0,0,0.6666666666666666
111,29933637,2023-03-27,OTH Grand View Junior Suite,"A 30 sqm suite located in the heart of Athens, just across the City Hall and within walking distance from key places to visit.<br />We are in the perfect location to explore the beauties of ancient Athens, from a modern and high quality environment! <br />Walking the city around or simply using the public transportation it’s only a matter of seconds (2mins walk from Omonia square and 5mins from Monastiraki square you can access subway metro, bus, train and tram all within 5mins of walking distance).<br /><br /><b>The space</b><br />The suite is in the 7th floor, was built in November 2018,  and is luxurious, modern and with minimal design! It has a unique artistic touch and a spectacular view of the city and the famous Lycabetous hill.<br /><br /><b>Guest access</b><br />The suite offers accomodation with a flat-screen smart TV and complimentary WiFi. It is fully air-conditioned and has a fully equipped kitchenette with a fridge and kettle for breakfast and small snacks. There is also ","The location of our rooms is so vital that you can visit most of the city's major attractions by just walking around! <br />Some of the most popular places near us are:<br />•	Omonia Square 200m, <br />•       Monastiraki Square 400m<br />•	Syntagma Square 1300m<br />•	Parliament 1400m Acropolis-Acropolis <br />        Museum 1500m<br />•	Thissio-Ancient Market 1400m<br />•	Plaka-Anafiwtika 1000m<br />•	St. Eirini Square 400m<br />•	Ermou Shopping District 800m.",2014-05-29,within an hour,99.0,90.0,0,1,1,37.98137,23.72584,Entire condo,Entire home/apt,4,1.0,1.0,1.0,"[""Hangers"", ""Wifi"", ""Dishes and silverware"", ""City skyline view"", ""Essentials"", ""Shampoo"", ""Hot water"", ""Ethernet connection"", ""AC - split type ductless system"", ""First aid kit"", ""Crib"", ""Host greets you"", ""Free street parking"", ""Long term stays allowed"", ""Hair dryer"", ""Iron"", ""Extra pillows and blankets"", ""Fire extinguisher"", ""Children\u2019s dinnerware"", ""Heating"", ""Dedicated workspace"", ""Pack \u2019n play/Travel crib"", ""Mountain view"", ""Paid parking off premises"", ""Bed linens"", ""Private entrance"", ""Window AC unit"", ""Refrigerator"", ""Children\u2019s books and toys"", ""Luggage dropoff allowed"", ""Coffee maker"", ""Elevator"", ""High chair"", ""HDTV with Netflix"", ""Security cameras on property""]",77,13,0,4.74,4.77,4.77,4.82,4.84,4.38,4.65,0,10,1.45,athens,45.0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3.80666248977032,"(37.98137, 23.72584)",18.92752541817832,52.48745422848906,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,1,spring,0,1,0,0,0.25
112,4528856,2023-06-10,Rental unit in Barcelona · ★4.50 · 1 bedroom · 2 beds · 1 bath,"Lovely 60m2 apartment , centrally located for all the main sights. Living/dining area with a pull out sofa-bed and a separate  room with a double bed.<br /><br /><b>The space</b><br />The apartment is very well situated for visiting all the main sights in Barcelona. It's a quiet apartment   with plenty of light. It's equipped with all you need to make your stay comfortable and enjoyable. 7th floor.<br /><br /><b>Guest access</b><br />You have full  private access to the  apartment. Also there is free wifi and TV.<br /><br /><b>Other things to note</b><br />Barcelona has a tourist tax of €4.00 (which will be 5€ after April 1st) per adult per night for a maximum of 7 nights. This fee is not included in the reservation price and is charged separately via Airbnb. <br /><br />For security reasons, we have to ask for Identification to all our guests.<br /><br />Following suggestions of the City Hall, and to make sure guests are respectful with the neighbour´s sleep, the apartment has a NOISE","It's a very nice area, close to La Sagrada Familia, to the second hand market ""Els Encants"" and to the new popular Diagonal area.  It is also close to the beach and to Vila Olimpica and the historical area.",2013-02-16,within a day,96.0,72.0,0,1,1,41.39441,2.18793,Entire rental unit,Entire home/apt,3,1.0,1.0,2.0,"[""Electric stove"", ""Refrigerator"", ""Hangers"", ""Self check-in"", ""Keypad"", ""Wifi"", ""Central air conditioning"", ""Microwave"", ""Pack \u2019n play/Travel crib"", ""Courtyard view"", ""Iron"", ""Essentials"", ""Kitchen"", ""Washer"", ""Elevator"", ""Paid parking on premises"", ""Window AC unit"", ""Dishes and silverware"", ""Paid parking off premises"", ""TV"", ""Hot water"", ""Coffee maker"", ""Heating"", ""Cooking basics"", ""Long term stays allowed""]",203,26,2,4.5,4.63,4.56,4.65,4.66,4.79,4.41,0,11,2.04,barcelona,158.0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,5.062595033026967,"(41.39441, 2.18793)",9.00780610907778,24.979325104762086,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,summer,0,0,1,0,0.6666666666666666
113,26348315,2022-12-11,"Flat cosy, proche Nation, avec balcon sud, square.","Métro : ligne 1, la Défense — Château de Vincennes ; station porte Vincennes à 400m.<br />Le RER A : Saint-Germain-en-Laye, Cergy et Poissy à l'ouest, Boissy-Saint-Léger et Marne-la-Vallée à l'est ; la station Nation à 730m.<br />Loggia 5,80 m². ouverte au sud, sur square Sarah Bernard,<br />Immeuble récent de standing, très calme, ascenseur, vide-ordures sur pallier.<br />Pas d'apport des autres meubles.",,2016-04-07,within an hour,100.0,99.0,0,1,1,48.85028,2.40451,Entire rental unit,Entire home/apt,2,1.0,1.0,2.0,"[""Long term stays allowed"", ""TV"", ""Host greets you"", ""Essentials"", ""Kitchen"", ""Hangers"", ""Pets allowed"", ""Heating"", ""Shampoo"", ""Wifi"", ""Washer"", ""Elevator"", ""Smoking allowed""]",4,0,0,3.5,4.75,3.75,4.25,3.5,4.5,3.75,1,1,0.08,paris,70.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,4.248495242049359,"(48.85028, 2.40451)",2.6326836962033986,7.300630269916431,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,winter,0,0,0,1,1.0
114,48618874,2023-03-15,"""La Torre Suite Trastevere"" charming private House","Enjoy the charm of an authentic Rome apartment!<br />Located in the center of the eternal city, in a quiet cobblestone alley of the historical and lively Trastevere area.<br />This recently renovated apartment combines the classic roman charm of the original roof beams with the style of furnishing.<br />This is an ideal home to experience a great stay in the capital of Italy.<br /><br /><b>The space</b><br />This enchanting apartment is located on the ground floor of a typical XIX century building.<br />It enjoys a private entrance in a reserved alley. This allows you to spend a quiet night while living in Trastevere, one of the most vibrant area of Rome's city center.<br />This comfortable and fully renovated suite welcomes guests that will feel immediately homey thanks to its warm atmosphere.<br /><br />The apartment with modern furnitures has all comforts you may wish to enjoy your stay: Plasma TV, Smart TV, free WiFi, open kitchen fully equipped with electric cookers, frigobar, cof","The house is located in the heart of Trastevere, the picturesque medieval district located on the west bank of the Tiber. Part of the historic center of Rome is the perfect place to catch a glimpse of the old world while enjoying the today life of Romans people. <br />A few blocks from the apartment you can find the open air market in Piazza San Cosimato where the stands display a rich range of fruit and vegetables, Piazza Trilussa the most popular meeting place in the area and many other alleys where you can take a break for a drink or eat the good food of Roman cuisine.",2015-09-01,within an hour,100.0,100.0,1,1,1,41.88947,12.47258,Entire home,Entire home/apt,3,1.0,1.0,2.0,"[""Hair dryer"", ""Heating"", ""Hangers"", ""Wifi"", ""Air conditioning"", ""Oven"", ""Dishes and silverware"", ""Kitchen"", ""Iron"", ""First aid kit"", ""Cooking basics"", ""Coffee maker"", ""Private entrance"", ""Dedicated workspace"", ""TV"", ""Essentials"", ""Fire extinguisher""]",75,47,5,4.99,4.97,4.92,5.0,5.0,5.0,4.95,1,1,3.76,rome,119.0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,4.77912349311153,"(41.88947, 12.47258)",11.949571899788271,33.13706331297804,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,spring,0,1,0,0,0.6666666666666666
115,686043215154528845,2023-03-14,Lumineux Et Confortable 46 M² Pour 2 Avec Balcon,"Welcome to PARIS!  <br /> <br />This charming 46 square meter apartment with balcony and nice view is located in the heart of the 17th arrondissement, located on the 6th  floor with ELEVATOR and can accommodate two people.  <br />Ideally located, you can only love its location close to all amenities and near the tourist sites that make the reputation of the City of Light.  <br /> <br />Looking forward to welcoming you!<br /><br /><b>The space</b><br />Located on the 6ᵉ floor with ELEVATOR, the apartment is bright, warm, comfortable and will be perfect for a romantic getaway. <br />It includes a bedroom with a double bed, a bathroom, a fully equipped kitchen and a living area overlooking the balcony to relax after a day of walking. <br />You will have at your disposal: Coffee machine, Oven, Microwave, Television, Iron, Hair dryer, Washing machine, Heating, Refrigerator, Wi-Fi, Bed linen, Towel, Fan. <br /> <br />A professional cleaning is done before and after each guest. <br /> <br />Y","The 17th arrondissement is located in the north-west of Paris, and is considered as the most bourgeois district of Paris. It has an excellent quality of life whether it is on safety, proximity, cleanliness and calm. It has a lot of transport and it's only a few minutes away from all commerce. <br />The district of Wagram-Ternes is however much more dynamic than the rest, being in fact the extension of the Champs Élysées. On the north-east side, is the Batignolles district, which is a mix of Parisian and hiptser atmosphere.",2022-08-02,within an hour,100.0,100.0,0,1,1,48.882171,2.313375,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,"[""Patio or balcony"", ""Bed linens"", ""Heating"", ""TV"", ""Washer"", ""Carbon monoxide alarm"", ""Elevator"", ""Refrigerator"", ""Oven"", ""Microwave"", ""Essentials"", ""Iron"", ""Portable fans"", ""Coffee maker"", ""Hair dryer"", ""Hot water"", ""Smoke alarm"", ""Kitchen"", ""Wifi""]",19,19,2,4.53,4.58,4.0,4.89,4.74,4.84,4.53,0,1,2.64,paris,120.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,4.787491742782046,"(48.882171, 2.313375)",5.692366511471248,15.785361272619388,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,0,spring,0,1,0,0,0.5
